20160626;29;40;10;;;;;;;
20160627;31;50;0;;;;;;;
20160628;26;40;10;;;;;;;
20160629;43;70;20;;;;;;;
20160630;38;50;20;;;;;;;
20160701;50;70;30;;;;;;;
20160702;47;70;40;;;;;;;
20160703;27;40;10;;;;;;;
20160704;17;30;0;;;;;;;
20160705;41;60;20;;;;;;;
20160706;25;40;0;;;;;;;
20160707;25;50;0;;;;;;;
20160708;34;60;10;;;;;;;
20160709;33;50;10;;;;;;;
20160710;35;50;10;;;;;;;
20160711;60;80;40;;;;;;;
20160712;29;50;10;;;;;;;
20160713;23;50;10;;;;;;;
20160714;29;50;10;;;;;;;
20160715;28;50;10;;;;;;;
20160716;32;50;20;;;;;;;
20160717;26;40;0;;;;;;;
20160718;20;40;0;;;;;;;
20160719;22;30;10;;;;;;;
20160720;34;60;10;;;;;;;
20160721;24;40;10;;;;;;;
20160722;15;20;10;;;;;;;
20160723;25;40;10;;;;;;;
20160724;18;30;0;;;;;;;
20160725;25;40;0;;;;;;;
20160726;14;30;0;;;;;;;
20160727;32;50;0;;;;;;;
20160728;27;50;0;;;;;;;
20160729;38;50;30;;;;;;;
20160730;21;50;10;;;;;;;
20160731;24;50;0;;;;;;;
20160801;24;50;10;;;;;;;
20160802;30;40;20;;;;;;;
20160803;53;70;40;;;;;;;
20160804;43;60;20;;;;;;;
20160805;28;50;10;;;;;;;
20160806;25;50;10;;;;;;;
20160807;42;60;10;;;;;;;
20160808;39;60;0;;;;;;;
20160809;25;40;10;;;;;;;
20160810;23;40;0;;;;;;;
20160811;35;60;10;;;;;;;
20160812;34;50;20;;;;;;;
20160813;31;50;10;;;;;;;
20160814;18;40;0;;;;;;;
20160815;25;40;0;;;;;;;
20160816;33;50;20;;;;;;;
20160817;35;70;10;;;;;;;
20160818;29;50;10;;;;;;;
20160819;24;60;10;;;;;;;
20160820;41;70;30;;;;;;;
20160821;43;60;30;;;;;;;
20160822;36;60;10;;;;;;;
20160823;20;30;10;;;;;;;
20160824;27;40;10;;;;;;;
20160825;23;30;10;;;;;;;
20160826;25;40;10;;;;;;;
20160827;35;50;10;;;;;;;
20160828;37;60;10;;;;;;;
20160829;22;40;0;;;;;;;
20160830;11;20;0;;;;;;;
20160831;19;40;10;;;;;;;
20160901;18;30;0;;;;;;;
20160902;31;50;10;;;;;;;
20160903;29;50;20;;;;;;;
20160904;47;60;30;;;;;;;
20160905;21;40;0;;;;;;;
20160906;17;40;0;;;;;;;
20160907;17;30;0;;;;;;;
20160908;27;40;10;;;;;;;
20160909;20;40;10;;;;;;;
20160910;26;50;10;;;;;;;
20160911;18;30;10;;;;;;;
20160912;18;30;10;;;;;;;
20160913;27;50;10;;;;;;;
20160914;23;40;10;;;;;;;
20160915;31;50;20;;;;;;;
20160916;30;50;20;;;;;;;
20160917;20;30;10;;;;;;;
20160918;29;40;10;;;;;;;
20160919;13;20;0;;;;;;;
20160920;11;20;0;;;;;;;
20160921;21;40;10;;;;;;;
20160922;18;30;10;;;;;;;
20160923;21;40;0;;;;;;;
20160924;28;40;20;;;;;;;
20160925;35;50;20;;;;;;;
20160926;11;20;0;;;;;;;
20160927;25;50;0;;;;;;;
20160928;48;70;30;;;;;;;
20160929;51;80;20;;;;;;;
20160930;33;60;10;;;;;;;
20161001;29;40;20;;;;;;;
20161002;37;50;20;;;;;;;
20161003;28;40;20;;;;;;;
20161004;41;60;30;;;;;;;
20161005;48;80;20;;;;;;;
20161006;36;50;20;;;;;;;
20161007;29;40;20;;;;;;;
20161008;24;30;20;;;;;;;
20161009;11;20;0;;;;;;;
20161010;18;40;0;;;;;;;
20161011;18;30;0;;;;;;;
20161012;41;60;30;;;;;;;
20161013;56;70;40;;;;;;;
20161014;45;60;30;;;;;;;
20161015;28;40;20;;;;;;;
20161016;33;50;20;;;;;;;
20161017;22;40;10;;;;;;;
20161018;36;60;20;;;;;;;
20161019;35;60;10;;;;;;;
20161020;25;50;10;;;;;;;
20161021;15;30;0;;;;;;;
20161022;15;30;0;;;;;;;
20161023;14;30;0;;;;;;;
20161024;23;40;10;;;;;;;
20161025;14;30;0;;;;;;;
20161026;21;30;0;;;;;;;
20161027;35;50;20;;;;;;;
20161028;30;50;10;;;;;;;
20161029;7;20;0;;;;;;;
20161030;8;20;0;;;;;;;
20161031;12;20;10;;;;;;;
20161101;17;50;10;;;;;;;
20161102;23;40;10;;;;;;;
20161103;23;40;10;;;;;;;
20161104;38;50;30;;;;;;;
20161105;27;40;20;;;;;;;
20161106;29;40;10;;;;;;;
20161107;26;50;10;;;;;;;
20161108;18;30;0;;;;;;;
20161109;28;40;10;;;;;;;
20161110;23;40;10;;;;;;;
20161111;28;50;10;;;;;;;
20161112;32;40;20;;;;;;;
20161113;23;30;10;;;;;;;
20161114;32;50;10;;;;;;;
20161115;32;50;20;;;;;;;
20161116;40;50;20;;;;;;;
20161117;53;90;30;;;;;;;
20161118;55;80;40;;;;;;;
20161119;48;60;30;;;;;;;
20161120;73;130;20;;;;;;;
20161121;45;60;30;;;;;;;
20161122;45;60;20;;;;;;;
20161123;27;50;10;;;;;;;
20161124;58;80;40;;;;;;;
20161125;40;70;20;;;;;;;
20161126;10;20;0;;;;;;;
20161127;20;40;10;;;;;;;
20161128;28;50;10;;;;;;;
20161129;11;20;0;;;;;;;
20161130;25;30;0;;;;;;;
20161201;31;40;20;;;;;;;
20161202;20;30;10;;;;;;;
20161203;8;10;0;;;;;;;
20161204;24;30;10;;;;;;;
20161205;14;20;10;;;;;;;
20161206;19;30;10;;;;;;;
20161207;38;60;20;;;;;;;
20161208;45;60;40;;;;;;;
20161209;40;50;30;;;;;;;
20161210;43;60;30;;;;;;;
20161211;38;70;20;;;;;;;
20161212;20;30;10;;;;;;;
20161213;28;40;20;;;;;;;
20161214;23;30;20;;;;;;;
20161215;40;50;30;;;;;;;
20161216;30;40;20;;;;;;;
20161217;18;30;10;;;;;;;
20161218;20;30;0;;;;;;;
20161219;23;40;10;;;;;;;
20161220;22;30;10;;;;;;;
20161221;46;60;30;;;;;;;
20161222;34;50;20;;;;;;;
20161223;54;80;40;;;;;;;
20161224;50;70;30;;;;;;;
20161225;61;70;50;;;;;;;
20161226;55;70;40;;;;;;;
20161227;28;50;20;;;;;;;
20161228;15;20;10;;;;;;;
20161229;18;30;10;;;;;;;
20161230;22;40;10;;;;;;;
20161231;34;40;30;;;;;;;
